Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds),Category
05/20/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1457.0,1154.0,1841.0,859.0,594.0,894.0,675.0,654.0,2898.0,1429.0,1115.0,1831.0,436.0,496.0,856.0,476.0,212.0,519.0,5
06/06/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1021.0,776.0,1344.0,890.0,772.0,1027.0,1234.0,916.0,1663.0,989.0,757.0,1292.0,901.0,736.0,1104.0,362.0,494.0,1710.0,2
06/29/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",708.0,521.0,961.0,1483.0,789.0,1318.0,1487.0,849.0,870.0,700.0,568.0,863.0,729.0,495.0,1074.0,982.0,331.0,692.0,17
05/02/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1448.0,1116.0,1878.0,906.0,554.0,1766.0,1056.0,575.0,1197.0,427.0,380.0,1016.0,1391.0,1060.0,1827.0,864.0,680.0,600.0,13
05/01/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",977.0,756.0,1263.0,1084.0,825.0,1424.0,966.0,854.0,1092.0,1088.0,820.0,1443.0,814.0,678.0,978.0,357.0,551.0,525.0,2
04/03/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",846.0,634.0,1130.0,984.0,780.0,1242.0,979.0,726.0,1321.0,735.0,570.0,948.0,851.0,670.0,1082.0,323.0,646.0,547.0,12
05/14/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",708.0,505.0,994.0,991.0,479.0,980.0,844.0,599.0,1188.0,571.0,457.0,713.0,587.0,439.0,785.0,733.0,235.0,553.0,14
06/25/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",725.0,539.0,974.0,965.0,428.0,1483.0,790.0,697.0,1922.0,787.0,500.0,907.0,512.0,383.0,1053.0,434.0,318.0,551.0,17
04/07/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",994.0,752.0,1314.0,761.0,436.0,1805.0,993.0,762.0,1293.0,1031.0,739.0,1437.0,992.0,793.0,1241.0,455.0,244.0,761.0,2
05/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",911.0,736.0,1129.0,647.0,808.0,1091.0,944.0,797.0,1118.0,932.0,755.0,1151.0,898.0,709.0,1136.0,612.0,543.0,1133.0,2
06/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",660.0,500.0,871.0,1413.0,456.0,1090.0,533.0,350.0,941.0,687.0,513.0,921.0,646.0,538.0,811.0,816.0,561.0,1436.0,14
06/19/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",682.0,491.0,947.0,610.0,496.0,749.0,1445.0,769.0,1551.0,1162.0,1115.0,1362.0,763.0,567.0,1026.0,393.0,300.0,837.0,14
06/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1077.0,882.0,1314.0,1010.0,599.0,1048.0,1294.0,436.0,998.0,839.0,409.0,1691.0,625.0,424.0,469.0,435.0,301.0,526.0,13
05/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",859.0,646.0,1142.0,386.0,609.0,881.0,969.0,769.0,1221.0,781.0,595.0,1026.0,950.0,732.0,1233.0,609.0,310.0,601.0,12
05/02/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",956.0,778.0,1175.0,1327.0,678.0,1297.0,838.0,1062.0,1108.0,1028.0,402.0,923.0,504.0,368.0,683.0,530.0,379.0,593.0,17
06/25/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",729.0,498.0,1066.0,505.0,446.0,571.0,865.0,610.0,1227.0,645.0,448.0,929.0,403.0,344.0,1226.0,679.0,324.0,813.0,14
05/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",943.0,768.0,1159.0,471.0,458.0,1089.0,1072.0,866.0,1327.0,928.0,763.0,1128.0,893.0,738.0,1080.0,689.0,310.0,846.0,2
04/29/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",805.0,570.0,1136.0,431.0,843.0,1048.0,1015.0,834.0,1235.0,950.0,531.0,1675.0,646.0,611.0,683.0,555.0,526.0,488.0,17
05/07/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",774.0,662.0,906.0,1068.0,825.0,921.0,1109.0,739.0,2095.0,804.0,740.0,874.0,749.0,603.0,931.0,588.0,421.0,761.0,17
05/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1172.0,1018.0,1348.0,632.0,810.0,828.0,937.0,626.0,1934.0,1244.0,1109.0,1395.0,374.0,343.0,715.0,423.0,623.0,627.0,5
06/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1283.0,1051.0,1565.0,399.0,546.0,1500.0,899.0,441.0,1244.0,700.0,1044.0,1443.0,1088.0,315.0,1022.0,413.0,315.0,797.0,13
04/06/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",615.0,466.0,812.0,885.0,1173.0,842.0,698.0,1261.0,1121.0,632.0,510.0,784.0,663.0,480.0,914.0,487.0,382.0,620.0,14
04/14/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",825.0,551.0,1234.0,455.0,359.0,575.0,1215.0,637.0,901.0,936.0,680.0,1289.0,349.0,621.0,517.0,642.0,240.0,405.0,14
06/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1224.0,1074.0,1395.0,554.0,280.0,1184.0,834.0,273.0,1201.0,1405.0,408.0,1353.0,527.0,696.0,1321.0,408.0,556.0,558.0,13
04/11/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1416.0,1074.0,1868.0,446.0,369.0,1757.0,1379.0,1039.0,1094.0,716.0,459.0,1709.0,623.0,348.0,1293.0,420.0,365.0,627.0,5
04/22/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1397.0,1104.0,1767.0,321.0,769.0,398.0,1263.0,1293.0,599.0,1330.0,1114.0,1589.0,646.0,607.0,560.0,402.0,262.0,701.0,5
06/03/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",786.0,609.0,1013.0,782.0,620.0,986.0,852.0,696.0,1043.0,772.0,595.0,1001.0,768.0,587.0,1006.0,580.0,336.0,506.0,12
04/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",866.0,655.0,1145.0,853.0,709.0,1027.0,937.0,697.0,1261.0,897.0,675.0,1192.0,757.0,617.0,930.0,426.0,344.0,1710.0,12
04/08/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",974.0,607.0,1562.0,1531.0,815.0,712.0,1560.0,1103.0,2206.0,563.0,542.0,586.0,743.0,537.0,1027.0,413.0,286.0,627.0,14
05/17/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",993.0,696.0,1416.0,975.0,792.0,1199.0,1289.0,817.0,2033.0,904.0,672.0,1216.0,964.0,673.0,1381.0,237.0,282.0,466.0,12
05/19/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1676.0,859.0,3267.0,1683.0,789.0,1075.0,1594.0,431.0,2211.0,2033.0,1406.0,2939.0,810.0,528.0,609.0,735.0,346.0,828.0,17
04/30/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1280.0,1022.0,1603.0,588.0,579.0,621.0,1476.0,1197.0,1819.0,925.0,1000.0,1559.0,1119.0,943.0,1328.0,429.0,304.0,431.0,5
04/01/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1424.0,1140.0,1779.0,3223.0,829.0,1153.0,937.0,628.0,1143.0,765.0,862.0,1036.0,961.0,651.0,827.0,423.0,499.0,606.0,13
05/15/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",766.0,575.0,1020.0,748.0,607.0,922.0,825.0,719.0,900.0,691.0,525.0,909.0,838.0,670.0,462.0,362.0,306.0,407.0,14
05/02/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",982.0,738.0,1307.0,906.0,711.0,1153.0,1059.0,869.0,1290.0,1155.0,789.0,1690.0,872.0,701.0,1084.0,681.0,346.0,921.0,2
06/18/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",986.0,776.0,1253.0,1013.0,849.0,1208.0,1259.0,987.0,1605.0,923.0,762.0,1118.0,946.0,792.0,1128.0,393.0,227.0,499.0,2
06/23/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1314.0,1056.0,1635.0,1156.0,629.0,1221.0,1274.0,1070.0,1517.0,772.0,759.0,1301.0,1398.0,1065.0,1835.0,468.0,294.0,941.0,5
04/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1107.0,854.0,1435.0,900.0,692.0,1170.0,1279.0,1006.0,1625.0,1045.0,802.0,1362.0,1060.0,896.0,1255.0,487.0,577.0,676.0,2
04/03/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",761.0,531.0,1091.0,1114.0,852.0,1373.0,819.0,449.0,2080.0,754.0,516.0,1100.0,743.0,529.0,1043.0,735.0,248.0,631.0,14
05/31/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",788.0,518.0,1199.0,604.0,1065.0,963.0,1059.0,774.0,1113.0,1429.0,814.0,1055.0,628.0,761.0,1381.0,339.0,346.0,464.0,17
06/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1374.0,1036.0,1823.0,986.0,548.0,722.0,1535.0,1146.0,2056.0,1305.0,1023.0,1665.0,758.0,581.0,935.0,475.0,365.0,615.0,13
05/08/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",870.0,608.0,1243.0,1062.0,480.0,1783.0,1193.0,758.0,1891.0,893.0,625.0,1274.0,743.0,208.0,474.0,500.0,318.0,731.0,17
04/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1006.0,805.0,1257.0,970.0,864.0,1089.0,1094.0,914.0,1310.0,979.0,766.0,1251.0,991.0,793.0,1237.0,438.0,249.0,526.0,2
05/21/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",677.0,491.0,933.0,596.0,844.0,1001.0,1213.0,607.0,724.0,701.0,1073.0,1659.0,569.0,463.0,700.0,960.0,209.0,542.0,17
05/22/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1357.0,1009.0,1824.0,748.0,820.0,791.0,1388.0,531.0,1542.0,1441.0,1016.0,2044.0,1233.0,303.0,1158.0,776.0,209.0,624.0,13
05/05/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",620.0,420.0,917.0,601.0,655.0,734.0,631.0,651.0,1356.0,543.0,347.0,850.0,598.0,417.0,1016.0,470.0,247.0,392.0,14
04/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1195.0,923.0,1546.0,709.0,463.0,1045.0,1570.0,337.0,1407.0,1009.0,855.0,1190.0,631.0,559.0,759.0,1160.0,230.0,398.0,13
04/03/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1423.0,1220.0,1661.0,620.0,471.0,671.0,1517.0,831.0,1439.0,1389.0,912.0,611.0,391.0,462.0,1194.0,544.0,276.0,1413.0,13
04/23/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",743.0,519.0,1063.0,838.0,771.0,696.0,878.0,577.0,1336.0,795.0,455.0,1041.0,617.0,457.0,834.0,401.0,223.0,746.0,17
05/08/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",959.0,768.0,1198.0,919.0,775.0,1090.0,1138.0,893.0,1450.0,956.0,776.0,1178.0,902.0,775.0,1050.0,568.0,352.0,490.0,2
04/20/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1367.0,1022.0,1828.0,353.0,415.0,947.0,604.0,1129.0,1525.0,1362.0,1037.0,1788.0,889.0,651.0,669.0,651.0,341.0,586.0,13
05/16/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",842.0,632.0,1121.0,950.0,705.0,1279.0,1006.0,757.0,1337.0,789.0,627.0,991.0,763.0,580.0,1004.0,359.0,213.0,601.0,12
06/05/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1569.0,1098.0,2241.0,1439.0,1081.0,976.0,1881.0,1355.0,2612.0,700.0,847.0,1392.0,586.0,752.0,723.0,532.0,262.0,487.0,5
06/03/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",939.0,743.0,1187.0,461.0,1081.0,774.0,988.0,793.0,1231.0,908.0,746.0,1106.0,807.0,670.0,972.0,375.0,577.0,553.0,2
06/24/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1167.0,955.0,1425.0,383.0,173.0,621.0,1147.0,719.0,1662.0,796.0,898.0,877.0,696.0,313.0,1282.0,509.0,361.0,631.0,13
04/19/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1555.0,1243.0,1945.0,1313.0,251.0,423.0,1484.0,1282.0,1717.0,1048.0,571.0,1117.0,963.0,622.0,964.0,405.0,273.0,544.0,5
04/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",866.0,563.0,1333.0,1012.0,916.0,928.0,1241.0,615.0,1719.0,1086.0,740.0,1593.0,784.0,519.0,1184.0,678.0,512.0,687.0,17
05/14/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",835.0,560.0,1244.0,646.0,544.0,566.0,780.0,1070.0,1936.0,879.0,318.0,1149.0,671.0,482.0,935.0,375.0,246.0,666.0,17
04/16/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",861.0,671.0,1106.0,911.0,619.0,2066.0,992.0,769.0,1281.0,837.0,663.0,1056.0,791.0,634.0,987.0,424.0,330.0,918.0,12
05/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1072.0,845.0,1358.0,1512.0,1241.0,383.0,1102.0,950.0,1277.0,1108.0,798.0,1539.0,1050.0,837.0,1317.0,449.0,247.0,525.0,2
06/16/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1058.0,807.0,1386.0,1182.0,834.0,1287.0,1029.0,838.0,1263.0,1059.0,889.0,1262.0,1128.0,760.0,1675.0,433.0,343.0,1515.0,2
04/03/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1237.0,1091.0,1402.0,317.0,1273.0,1518.0,437.0,713.0,1662.0,746.0,352.0,732.0,377.0,453.0,709.0,288.0,301.0,715.0,5
05/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",643.0,465.0,887.0,674.0,855.0,739.0,1454.0,1053.0,1144.0,331.0,1009.0,906.0,666.0,592.0,858.0,561.0,454.0,557.0,14
06/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",755.0,491.0,1160.0,747.0,495.0,1128.0,1056.0,906.0,1188.0,1180.0,462.0,1177.0,588.0,509.0,1354.0,338.0,359.0,615.0,14
06/15/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",955.0,734.0,1244.0,756.0,648.0,881.0,1016.0,762.0,1356.0,975.0,767.0,1240.0,857.0,657.0,1118.0,358.0,565.0,767.0,12
06/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",819.0,557.0,1203.0,447.0,424.0,1611.0,1041.0,843.0,1364.0,682.0,569.0,817.0,667.0,496.0,896.0,660.0,255.0,1045.0,17
06/21/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1057.0,851.0,1314.0,908.0,814.0,1013.0,1185.0,1022.0,1373.0,1080.0,892.0,1307.0,1022.0,789.0,1323.0,306.0,535.0,1045.0,2
06/06/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",897.0,672.0,1197.0,878.0,752.0,1024.0,968.0,702.0,1335.0,852.0,654.0,1111.0,908.0,680.0,1213.0,691.0,370.0,392.0,12
04/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1163.0,946.0,1428.0,1077.0,457.0,1203.0,990.0,536.0,1013.0,528.0,618.0,1361.0,1118.0,944.0,1324.0,423.0,316.0,407.0,13
04/02/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",720.0,512.0,1011.0,1336.0,758.0,1188.0,1422.0,713.0,849.0,677.0,505.0,906.0,638.0,490.0,831.0,391.0,322.0,545.0,17
06/24/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",967.0,761.0,1228.0,1212.0,933.0,1574.0,1030.0,856.0,1240.0,974.0,747.0,1268.0,834.0,710.0,980.0,402.0,316.0,797.0,2
06/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",886.0,689.0,1141.0,705.0,615.0,807.0,869.0,693.0,1091.0,951.0,741.0,1221.0,722.0,597.0,873.0,521.0,366.0,991.0,12
06/22/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",913.0,717.0,1163.0,834.0,645.0,1078.0,1033.0,775.0,1375.0,896.0,721.0,1114.0,809.0,704.0,930.0,385.0,268.0,733.0,12
05/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1281.0,916.0,1789.0,1309.0,523.0,1410.0,884.0,540.0,1307.0,615.0,691.0,802.0,1293.0,585.0,617.0,384.0,260.0,666.0,13
05/25/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",627.0,467.0,841.0,1292.0,272.0,2100.0,453.0,1201.0,1542.0,1268.0,550.0,824.0,543.0,360.0,963.0,616.0,438.0,747.0,17
04/16/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",638.0,471.0,864.0,543.0,916.0,796.0,925.0,654.0,1190.0,641.0,490.0,838.0,1152.0,307.0,1114.0,608.0,498.0,421.0,17
05/20/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",746.0,510.0,1090.0,767.0,560.0,1049.0,837.0,547.0,1282.0,1511.0,528.0,820.0,602.0,470.0,771.0,417.0,273.0,627.0,14
04/12/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1007.0,767.0,1322.0,429.0,340.0,880.0,1157.0,883.0,1517.0,1058.0,798.0,1403.0,921.0,809.0,1050.0,674.0,360.0,1011.0,2
04/18/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1053.0,855.0,1298.0,970.0,804.0,1171.0,1190.0,976.0,1451.0,931.0,834.0,1039.0,998.0,818.0,1216.0,641.0,296.0,594.0,2
06/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",861.0,664.0,1115.0,810.0,692.0,947.0,1035.0,762.0,1407.0,780.0,649.0,938.0,874.0,659.0,1158.0,500.0,223.0,799.0,12
05/25/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1380.0,1140.0,1672.0,541.0,579.0,657.0,1407.0,1141.0,1736.0,995.0,751.0,1808.0,968.0,299.0,1246.0,490.0,331.0,837.0,5
06/29/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",916.0,695.0,1209.0,752.0,613.0,923.0,943.0,674.0,1318.0,946.0,723.0,1238.0,900.0,737.0,1099.0,500.0,242.0,584.0,12
04/15/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1071.0,982.0,1168.0,404.0,962.0,1398.0,732.0,669.0,1310.0,975.0,301.0,645.0,663.0,466.0,784.0,375.0,646.0,411.0,13
06/01/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",660.0,514.0,848.0,762.0,605.0,914.0,746.0,274.0,1019.0,723.0,604.0,865.0,490.0,761.0,754.0,381.0,227.0,849.0,17
05/04/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",544.0,385.0,771.0,441.0,302.0,1514.0,777.0,961.0,1184.0,730.0,321.0,1550.0,523.0,441.0,619.0,650.0,630.0,488.0,14
05/21/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1240.0,1041.0,1476.0,1308.0,623.0,430.0,636.0,651.0,1461.0,865.0,1190.0,2939.0,1018.0,556.0,1252.0,413.0,304.0,571.0,13
05/01/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1354.0,1048.0,1750.0,828.0,562.0,846.0,710.0,923.0,2785.0,1155.0,755.0,1631.0,657.0,332.0,945.0,352.0,281.0,469.0,13
06/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",821.0,616.0,1093.0,703.0,613.0,806.0,1388.0,713.0,1475.0,785.0,584.0,1057.0,815.0,638.0,1040.0,349.0,359.0,520.0,12
04/17/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",914.0,668.0,1252.0,1409.0,1151.0,672.0,1045.0,753.0,1451.0,849.0,673.0,1070.0,899.0,642.0,1260.0,450.0,227.0,657.0,12
04/20/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",847.0,618.0,1162.0,1603.0,491.0,1698.0,824.0,1294.0,1001.0,941.0,731.0,1211.0,347.0,521.0,705.0,395.0,264.0,962.0,17
06/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",755.0,494.0,1154.0,615.0,493.0,768.0,1014.0,677.0,1520.0,568.0,568.0,925.0,568.0,413.0,780.0,742.0,361.0,930.0,14
